agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,msamd,applicant_ethnicity,applicant_race,applicant_sex,applicant_income_000s,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
9,1,1,3,1,58,3,42540,1,3,1,41,2,1,2281,27.309999465942383,59500,84.69000244140625,455,926
7,1,1,3,2,76,3,25420,2,3,1,21,2,1,4215,63.060001373291016,74700,66.12000274658203,708,1478
7,2,1,3,1,250,3,37964,2,5,2,67,2,1,3541,15.789999961853027,57400,261.2200012207031,1059,1054
3,1,1,1,1,85,3,42540,2,3,1,29,2,1,2318,37.22999954223633,59500,76.13999938964844,275,729
7,2,1,1,1,196,3,37964,2,3,2,57,2,1,3541,15.789999961853027,57400,261.2200012207031,1059,1054
7,1,1,3,1,242,3,37964,2,5,2,66,2,1,3541,15.789999961853027,57400,261.2200012207031,1059,1054
7,2,1,1,1,49,2,42540,2,5,1,20,2,1,3169,46.290000915527344,59500,49.27000045776367,424,1279
9,1,1,1,1,54,3,42540,1,5,1,30,2,1,3169,46.290000915527344,59500,49.27000045776367,424,1279
9,1,1,3,1,184,3,37964,2,5,2,206,2,1,2626,16.299999237060547,57400,316.4599914550781,875,498
7,1,1,3,1,139,2,49620,2,5,1,51,2,1,3849,1.5099999904632568,70800,112.0199966430664,1404,1578
7,2,1,1,1,70,3,42540,1,5,1,71,2,1,3169,46.290000915527344,59500,49.27000045776367,424,1279
9,1,1,3,1,290,3,37964,2,5,2,138,2,1,2626,16.299999237060547,57400,316.4599914550781,875,498
7,2,1,1,1,37,3,42540,1,5,2,26,2,1,3452,49.279998779296875,59500,71.19000244140625,532,1106
7,2,1,3,1,105,3,37964,2,3,2,54,2,1,7245,94.87999725341797,57400,63.63999938964844,1541,2487
7,1,1,3,1,94,3,37964,2,5,2,42,2,1,1869,13.270000457763672,57400,142.3000030517578,626,690
7,1,1,3,2,84,3,37964,2,5,1,52,2,1,8519,59.849998474121094,57400,97.26000213623047,1395,2514
9,1,1,3,1,55,3,42540,1,5,1,45,2,1,3452,49.279998779296875,59500,71.19000244140625,532,1106
2,1,1,3,2,196,3,25420,2,5,1,174,2,1,6730,15.420000076293945,74700,116.13999938964844,2124,2616
7,2,1,1,1,71,3,42540,1,3,1,59,2,1,3381,24.049999237060547,59500,72.5,649,1481
9,1,1,1,1,282,3,37964,2,2,2,67,2,1,3746,32.56999969482422,57400,244.99000549316406,596,256
7,1,1,3,2,338,3,37964,2,5,1,310,2,1,3746,32.56999969482422,57400,244.99000549316406,596,256
5,1,1,1,1,115,3,25420,2,3,1,42,2,1,3522,43.5,74700,115.18000030517578,1044,1280
9,1,1,3,2,47,3,42540,1,5,1,40,2,1,2079,20.68000030517578,59500,76.72000122070312,494,964
7,2,1,3,1,102,3,42540,2,5,1,42,2,1,2827,46.47999954223633,59500,64.41999816894531,312,959
7,2,1,1,1,73,3,42540,2,5,2,53,2,1,2827,46.47999954223633,59500,64.41999816894531,312,959
3,1,1,3,1,141,3,10900,2,5,2,48,2,1,5231,20.649999618530273,75200,125.05000305175781,1776,2172
7,1,1,3,2,80,2,21500,2,5,1,92,2,1,4229,5.320000171661377,58100,91.95999908447266,905,1558
1,1,1,3,2,300,3,37964,2,5,1,330,2,1,1341,38.18000030517578,57400,214.72999572753906,6,122
1,1,1,1,1,34,3,42540,1,5,1,26,2,1,2442,21.329999923706055,59500,73.59999847,475,1126
7,1,1,1,1,92,2,10900,2,5,1,32,2,1,5231,20.649999618530273,75200,125.05000305175781,1776,2172
9,1,1,3,1,65,3,21500,2,5,2,39,2,1,3875,9.079999923706055,58100,91.69999694824219,1502,1743
9,1,1,3,1,224,3,37964,2,5,2,99,2,1,3049,16.559999465942383,57400,182.80999755859375,1515,67
7,2,1,3,1,64,3,42540,2,5,1,59,2,1,1944,29.729999542236328,59500,108.52999877929688,586,762
5,1,1,3,1,424,3,37964,2,5,1,260,2,1,3049,16.559999465942383,57400,182.80999755859375,1515,67
1,2,1,1,1,45,3,42540,1,5,2,25,2,1,3442,29.520000457763672,59500,75.66000366210938,729,1311
1,1,1,1,1,55,3,42540,2,3,1,33,2,1,3442,29.520000457763672,59500,75.66000366210938,729,1311
7,3,1,3,1,391,3,37964,2,3,1,408,2,1,2836,46.650001525878906,57400,129.11000061035156,537,153
1,1,1,3,1,188,3,38300,2,5,1,35,2,1,2385,1.7200000286102295,72200,100.4800033569336,853,975
7,1,1,3,2,50,3,42540,1,5,1,132,2,1,3442,29.520000457763672,59500,75.66000366210938,729,1311
9,1,1,3,2,138,3,37964,2,5,1,14,2,1,2836,46.650001525878906,57400,129.11000061035156,537,153
5,1,1,3,1,15,3,42540,2,5,2,53,2,1,3442,29.520000457763672,59500,75.66000366210938,729,1311
7,1,1,1,1,394,3,37964,2,5,2,350,2,1,2836,46.650001525878906,57400,129.11000061035156,537,153
9,1,1,1,1,130,3,42540,2,5,2,32,2,1,2932,13.130000114440918,59500,0,51,216
9,2,1,1,1,106,3,10900,1,5,1,43,2,1,7570,70.41999816894531,75200,43.04999923706055,1225,2364
9,1,1,3,1,553,3,37964,1,5,2,108,2,1,3405,27.809999465942383,57400,226.75,507,502
9,1,1,3,2,587,3,37964,2,5,1,133,2,1,3405,27.809999465942383,57400,226.75,507,502
3,1,1,1,2,68,3,10900,2,5,1,157,2,1,7570,70.41999816894531,75200,43.04999923706055,1225,2364
7,3,1,3,1,189,3,37964,2,3,1,24,2,1,4219,51.08000183105469,57400,123.95999908447266,1242,1709
9,1,1,1,1,81,3,10900,2,3,1,38,2,1,7570,70.41999816894531,75200,43.04999923706055,1225,2364
9,1,1,1,1,70,3,10900,2,5,1,14,2,1,7570,70.41999816894531,75200,43.04999923706055,1225,2364
7,3,1,3,1,90,3,10900,1,5,1,80,2,1,7570,70.41999816894531,75200,43.04999923706055,1225,2364
7,1,1,3,1,190,3,10900,2,5,1,92,2,1,5231,20.649999618530273,75200,125.05000305175781,1776,2172
7,1,1,3,1,158,3,29540,2,1,1,41,2,1,9560,18.43000030517578,71100,104.7699966430664,2596,3683
7,1,1,3,1,140,3,10900,2,3,1,0,2,1,4505,25.110000610351562,75200,95.22000122070312,899,1789
7,1,1,3,1,145,3,10900,2,5,2,94,2,1,4505,25.110000610351562,75200,95.22000122070312,899,1789
7,1,1,3,1,52,3,25420,2,5,2,114,2,1,3236,3.799999952316284,74700,77.88999938964844,916,1749
3,1,1,1,1,97,3,25420,2,5,1,117,2,1,3236,3.799999952316284,74700,77.88999938964844,916,1749
3,1,1,3,1,48,3,10900,2,5,1,29,2,1,4564,41.61000061035156,75200,63.34000015258789,826,1301
5,1,1,3,2,40,3,37964,2,3,2,49,2,2,3221,90.83999633789062,57400,94.54000091552734,767,1040
9,1,1,1,1,90,3,25420,2,5,1,47,2,1,3236,3.799999952316284,74700,77.88999938964844,916,1749
9,1,1,1,2,40,3,10900,2,5,1,28,2,1,4564,41.61000061035156,75200,63.34000015258789,826,1301
7,2,1,3,1,214,3,37964,2,3,1,58,2,1,3207,98.62999725341797,57400,96.06999969482422,1051,1350
3,1,1,1,1,124,3,25420,2,5,1,41,2,1,4699,4.449999809265137,74700,87.97000122070312,1280,1963
7,1,1,3,1,129,2,10900,2,5,2,51,2,1,3107,20.280000686645508,75200,117.5,1000,1384
7,3,1,1,1,97,3,38300,2,5,2,16,2,1,2998,2.9000000953674316,72200,73.23999786376953,905,1395
9,1,1,3,1,85,3,29540,2,5,2,33,2,1,9560,18.43000030517578,71100,104.7699966430664,2596,3683
3,1,1,1,1,38,3,25420,2,5,1,35,2,1,4699,4.449999809265137,74700,87.97000122070312,1280,1963
5,1,1,3,1,15,3,37964,2,3,2,42,2,2,4202,97.91000366210938,57400,52.66999816894531,739,2052
7,1,1,3,1,93,3,10900,2,5,2,56,2,1,3107,20.280000686645508,75200,117.5,1000,1384
2,1,1,1,1,187,3,25420,2,5,2,8,2,1,4699,4.449999809265137,74700,87.97000122070312,1280,1963
5,1,1,1,1,60,3,37964,2,3,2,15,2,1,2278,90.43000030517578,57400,40.18000030517578,313,723
7,2,1,3,1,162,3,25420,2,5,1,53,2,1,4699,4.449999809265137,74700,87.97000122070312,1280,1963
7,3,1,3,1,159,3,10900,2,5,1,40,2,1,3870,17.520000457763672,75200,92.05999755859375,997,1460
7,2,1,3,1,117,3,25420,2,5,2,79,2,1,6132,3.5899999141693115,74700,93.37999725341797,1833,2410
2,1,1,1,1,197,3,25420,2,5,1,44,2,1,6132,3.5899999141693115,74700,93.37999725341797,1833,2410
7,2,1,1,1,69,3,25420,2,5,1,45,2,1,6132,3.5899999141693115,74700,93.37999725341797,1833,2410
2,1,1,3,1,143,3,10900,2,5,2,47,2,1,3870,17.520000457763672,75200,92.05999755859375,997,1460
3,1,1,3,1,125,3,29540,2,5,2,91,2,1,7752,8.420000076293945,71100,141.75999450683594,2499,2752
7,2,1,3,1,132,3,25420,2,5,2,45,2,1,6132,3.5899999141693115,74700,93.37999725341797,1833,2410
7,3,1,3,1,150,3,10900,2,5,1,45,2,1,3551,20.530000686645508,75200,87.97000122070312,784,987
5,1,1,1,1,85,3,37964,2,3,1,46,2,1,8440,84.23999786376953,57400,51.540000915527344,1804,2902
3,1,1,3,1,620,3,10900,2,5,1,44,2,1,3834,0.8899999856948853,75200,125.7300033569336,1252,1399
9,1,1,1,1,1300,3,37964,2,5,1,120,2,1,5249,20.62999916,57400,304.7399902,863,1650
7,2,1,3,1,205,2,49620,2,5,2,60,2,1,8686,7.820000171661377,70800,119.7300033569336,2578,3104
7,1,1,3,1,177,3,25420,2,5,2,67,2,1,5238,5.880000114440918,74700,86.86000061035156,1868,2226
5,1,1,3,1,50,3,37964,2,3,1,62,2,1,3867,93.27999877929688,57400,81.83999633789062,953,1967
3,1,1,1,1,424,3,10900,2,5,1,93,2,1,3891,15.989999771118164,75200,141.94000244140625,1343,1581
7,1,1,3,1,105,3,25420,2,5,2,60,2,1,5238,5.880000114440918,74700,86.86000061035156,1868,2226
7,1,1,3,1,170,3,25420,2,5,2,88,2,1,5238,5.880000114440918,74700,86.86000061035156,1868,2226
7,1,1,3,1,114,3,25420,2,5,1,28,2,1,5238,5.880000114440918,74700,86.86000061035156,1868,2226
7,2,1,3,1,160,3,29540,2,1,1,46,2,1,9560,18.43000030517578,71100,104.7699966430664,2596,3683
7,2,1,3,1,147,3,10900,2,5,1,0,2,1,6908,2.009999990463257,75200,69.30000305175781,1434,2420
7,3,1,3,1,310,3,10900,2,5,1,104,2,1,3891,15.989999771118164,75200,141.94000244140625,1343,1581
9,1,1,3,1,123,3,29540,1,5,1,0,2,1,4907,12.960000038146973,71100,77.02999877929688,1489,2047
2,1,1,1,1,33,3,25420,2,5,2,43,2,1,4767,3.799999952316284,74700,101.02999877929688,1605,1861
9,1,1,3,1,192,3,25420,2,5,1,109,2,1,4767,3.799999952316284,74700,101.02999877929688,1605,1861
7,1,1,3,1,525,2,10900,2,5,2,122,2,1,6005,17.219999313354492,75200,154.69000244140625,1876,2478
7,2,1,1,1,198,3,37964,2,2,1,42,2,1,4180,16.600000381469727,57400,98.61000061035156,865,1906
7,2,1,3,1,152,3,10900,2,5,2,70,2,1,4682,10.510000228881836,75200,156.97999572753906,1497,1634
7,1,1,3,1,192,3,37964,2,5,1,85,2,1,6038,16.030000686645508,57400,161.30999755859375,1395,1921
9,1,1,1,1,183,3,10900,2,5,1,40,2,1,4682,10.510000228881836,75200,156.97999572753906,1497,1634
7,1,1,1,1,128,3,37964,2,2,1,84,2,1,6503,27.90999984741211,57400,100.79000091552734,1554,2322
9,2,1,1,1,125,3,25420,2,5,2,43,2,1,4786,2.9000000953674316,74700,84.84999847,1385,1948
3,3,1,3,1,276,3,49620,2,5,1,39,2,1,5401,7.460000038146973,70800,92.75,1669,2084
7,2,1,1,1,83,3,25420,2,5,2,35,2,1,4786,2.9000000953674316,74700,84.84999847,1385,1948
9,1,1,3,1,85,3,33874,2,5,2,12,2,1,4485,4.570000171661377,102600,81.25,1327,1560
9,3,1,3,1,175,3,25420,2,5,2,71,2,1,4786,2.9000000953674316,74700,84.84999847,1385,1948
7,2,1,1,1,105,3,25420,2,5,2,49,2,1,4786,2.9000000953674316,74700,84.84999847,1385,1948
7,1,1,3,1,227,3,37964,2,5,2,54,2,1,3767,39.709999084472656,57400,179.72999572753906,1262,1510
7,1,1,1,1,568,3,10900,2,5,2,96,2,1,7056,13.319999694824219,75200,131.42999267578125,1762,2135
3,1,1,3,2,119,3,25420,2,5,1,59,2,1,4786,2.9000000953674316,74700,84.84999847,1385,1948
9,3,1,3,1,220,3,10900,2,5,1,80,2,1,7056,13.319999694824219,75200,131.42999267578125,1762,2135
7,1,1,3,1,88,3,37964,2,3,1,36,2,1,2940,76.45999908447266,57400,54.130001068115234,238,1023
7,1,1,1,1,720,2,10900,2,5,1,401,2,1,7056,13.319999694824219,75200,131.42999267578125,1762,2135
2,1,1,1,2,145,3,25420,2,5,1,127,2,1,4794,5.46999979,74700,82.30999755859375,1329,1999
7,1,1,1,1,192,3,25420,2,5,1,70,2,1,2521,1.2300000190734863,74700,112.7300033569336,904,1215
7,2,1,1,1,113,3,49620,2,5,2,14,2,1,2940,55.27000045776367,70800,51.459999084472656,576,1028
7,1,1,3,1,120,3,25420,2,5,1,37,2,1,2521,1.2300000190734863,74700,112.7300033569336,904,1215
3,1,1,3,1,164,3,10900,2,5,2,43,2,1,2309,6.579999923706055,75200,103.72000122070312,597,767
7,1,1,1,2,105,3,25420,2,2,1,75,2,1,2521,1.2300000190734863,74700,112.7300033569336,904,1215
7,2,1,3,1,212,3,10900,2,5,1,138,2,1,4614,31.079999923706055,75200,78.08999633789062,1295,1931
9,1,1,3,1,512,3,33874,2,5,1,160,2,1,9662,37.72999954223633,102600,91.65000153,2406,3007
9,1,1,3,2,98,3,10900,2,5,1,167,2,1,4614,31.079999923706055,75200,78.08999633789062,1295,1931
5,1,1,3,1,103,3,37964,2,3,1,29,2,1,6462,85.55999755859375,57400,65.81999969482422,1272,2033
7,2,1,1,1,159,2,37964,2,3,1,0,2,1,3867,93.27999877929688,57400,81.83999633789062,953,1967
7,1,1,3,1,88,3,38300,2,5,1,23,2,1,6429,1.4800000190734863,72200,78.83999633789062,2191,3273
9,1,1,3,1,135,3,37964,2,5,1,27,2,1,2145,16.829999923706055,57400,132.6999969482422,390,512
9,1,1,1,1,152,2,37964,2,5,1,40,2,1,6186,92.19000244140625,57400,67.51999664,1228,2635
7,2,1,1,1,116,3,42540,2,5,2,80,2,1,3533,8.460000038146973,59500,120.36000061035156,658,1184
3,1,1,1,1,424,3,10900,2,5,1,0,2,1,5994,12.800000190734863,75200,124.36000061035156,1863,2037
7,3,1,3,1,186,3,38300,2,3,1,52,2,1,3510,1.850000023841858,72200,114.62999725341797,1175,1556
3,1,1,3,1,135,3,10900,2,5,1,80,2,1,2879,8.75,75200,109.12000274658203,971,1126
2,1,1,3,1,115,3,10900,2,2,1,32,2,1,4616,11.43999958,75200,111.87000274658203,1605,1917
7,1,1,3,1,190,3,10900,2,5,1,96,2,1,2879,8.75,75200,109.12000274658203,971,1126
2,1,1,3,2,124,3,10900,2,5,1,77,2,1,4785,20.209999084472656,75200,107.4000015258789,1605,1793
5,1,1,3,1,111,3,21500,2,5,2,52,2,1,4387,2.390000104904175,58100,118.29000091552734,1561,1952
9,1,1,3,1,269,3,37964,2,5,1,51,2,1,1783,26.75,57400,189.0800018310547,409,470
3,1,1,1,1,36,3,38300,2,5,1,49,2,1,3250,1.0499999523162842,72200,75.76999664,943,1454
5,1,1,3,1,196,3,37964,2,5,1,114,2,1,5094,9.579999923706055,57400,119.36000061035156,1362,2112
9,1,1,3,2,60,3,29540,2,5,1,69,2,1,7752,8.420000076293945,71100,141.75999450683594,2499,2752
5,1,1,3,1,90,2,49620,2,5,1,47,2,1,7523,2.369999885559082,70800,107.75,2484,3099
7,3,1,1,1,138,2,37964,2,5,2,58,2,1,4149,19.059999465942383,57400,131.8699951171875,990,1374
3,1,1,3,1,153,3,10900,2,5,2,30,2,1,4616,11.43999958,75200,111.87000274658203,1605,1917
7,1,1,3,1,225,2,37964,2,3,1,105,2,1,4279,17.709999084472656,57400,139.77999877929688,689,1571
7,1,1,3,1,114,3,38300,2,5,1,68,2,1,3375,2.369999885559082,72200,86.16999816894531,1236,1678
7,1,1,3,1,80,3,38300,2,5,2,21,2,1,4312,1.8300000429153442,72200,96.58999633789062,1411,1808
7,2,1,1,1,155,3,10900,2,5,2,55,2,1,4616,11.43999958,75200,111.87000274658203,1605,1917
7,3,1,3,1,107,3,33874,2,5,1,68,2,1,3625,20.280000686645508,102600,61.02000045776367,1018,1318
9,1,1,1,1,166,3,10900,2,5,2,48,2,1,5068,7.179999828338623,75200,102.38999938964844,1744,2117
9,2,1,1,1,118,3,37964,2,3,2,33,2,1,6722,97.30999755859375,57400,71.91999816894531,1731,2815
7,2,1,3,1,106,3,10900,2,5,2,29,2,1,4936,13.449999809265137,75200,90.59999847,1541,1954
5,1,1,1,1,36,3,10900,2,5,2,29,2,1,4936,13.449999809265137,75200,90.59999847,1541,1954
7,1,1,1,2,297,3,37964,2,5,1,244,2,1,3540,59.209999084472656,57400,54.709999084472656,543,1181
7,1,1,1,1,175,3,10900,2,5,1,40,2,1,4895,5.170000076293945,75200,129.24000549316406,1732,1948
7,1,1,1,1,202,3,10900,2,5,1,230,2,1,4936,13.449999809265137,75200,90.59999847,1541,1954
3,1,1,3,1,100,2,10900,2,5,1,69,2,1,4895,5.170000076293945,75200,129.24000549316406,1732,1948
7,2,1,1,1,113,3,29540,2,5,2,21,2,1,3004,17.510000228881836,71100,106.75,489,630
9,1,1,1,1,297,3,10900,2,5,2,60,2,1,3491,13.350000381469727,75200,94.76000213623047,1089,1699
7,3,1,3,1,140,3,38300,2,5,1,0,2,1,3747,16.12000084,72200,79.86000061035156,633,1142
3,1,1,3,1,74,3,37964,2,5,2,34,2,1,3842,40.599998474121094,57400,92.62000274658203,1007,1396
2,2,1,1,1,250,3,10900,2,5,1,46,2,1,4616,11.43999958,75200,111.87000274658203,1605,1917
7,1,1,1,1,124,3,37964,2,5,1,21,2,1,5974,6.960000038146973,57400,167.44000244140625,1875,2391
2,1,1,1,1,75,2,10900,2,5,1,334,2,2,3491,13.350000381469727,75200,94.76000213623047,1089,1699
7,2,1,3,1,118,3,49620,2,5,1,29,2,1,4666,3.880000114440918,70800,128.64999389648438,1417,1710
7,1,1,3,1,107,3,10900,2,5,2,29,2,1,3491,13.350000381469727,75200,94.76000213623047,1089,1699
7,1,1,1,1,325,2,37964,2,5,2,136,2,1,4071,15.449999809265137,57400,309.3599853515625,1311,1400
9,2,1,3,1,81,3,29540,1,5,2,0,2,1,3911,83.73999786376953,71100,42.61000061035156,402,1069
3,1,1,1,1,128,3,10900,2,5,2,66,2,1,6386,9.130000114440918,75200,147.9499969482422,2111,2439
5,1,1,3,1,70,3,37964,2,3,2,67,2,2,4055,54.43000030517578,57400,105.93000030517578,854,1407
3,1,1,1,1,311,2,10900,2,5,2,115,2,1,6386,9.130000114440918,75200,147.9499969482422,2111,2439
7,1,1,1,1,117,3,10900,2,5,2,54,2,1,7338,18.639999389648438,75200,171.11000061035156,2610,2695
7,1,1,1,1,411,3,38300,2,5,2,173,2,1,4110,1.8200000524520874,72200,104.12999725341797,1524,1694
9,1,1,3,1,424,3,10900,1,5,1,215,2,1,7338,18.639999389648438,75200,171.11000061035156,2610,2695
7,2,1,3,1,193,2,10900,2,5,2,0,2,1,7338,18.639999389648438,75200,171.11000061035156,2610,2695
7,1,1,1,1,173,3,10900,2,3,1,82,2,1,7338,18.639999389648438,75200,171.11000061035156,2610,2695
7,2,1,3,1,140,2,10900,2,5,2,31,2,1,6505,15.5,75200,84.05000305175781,1511,2153
7,2,1,3,1,337,3,10900,1,5,1,84,2,1,7338,18.639999389648438,75200,171.11000061035156,2610,2695
1,1,1,1,1,311,3,10900,2,5,2,115,2,1,6386,9.130000114440918,75200,147.9499969482422,2111,2439
7,1,1,3,1,225,3,10900,2,5,1,51,2,1,6386,9.130000114440918,75200,147.9499969482422,2111,2439
7,1,1,1,1,122,2,25420,2,5,2,73,2,1,2089,28.81999969482422,74700,86.69999694824219,705,970
7,3,1,3,1,340,3,10900,2,5,1,34,2,1,6386,9.130000114440918,75200,147.9499969482422,2111,2439
9,1,1,3,1,219,3,10900,2,5,1,62,2,1,3615,3.5399999618530273,75200,98.34999847,1170,1425
7,2,1,1,1,314,3,10900,2,3,1,125,2,1,6386,9.130000114440918,75200,147.9499969482422,2111,2439
7,3,1,3,1,201,2,37964,2,3,2,132,2,1,3464,49.279998779296875,57400,138.86000061035156,428,917
7,2,1,3,1,280,2,25420,2,3,2,51,2,1,6588,24.229999542236328,74700,140.97999572753906,1806,2047
7,3,1,3,1,135,3,25420,2,5,1,53,2,1,5238,5.880000114440918,74700,86.86000061035156,1868,2226
7,1,1,3,1,138,3,10900,2,5,2,31,2,1,6505,15.5,75200,84.05000305175781,1511,2153
7,3,1,1,1,172,3,10900,2,5,1,81,2,1,8296,12.779999732971191,75200,128.55999755859375,2862,3197
7,1,1,3,1,105,2,10900,2,5,1,92,2,1,6721,7.389999866485596,75200,154.75,2329,2628
7,1,1,3,1,134,3,10900,2,5,2,31,2,1,6505,15.5,75200,84.05000305175781,1511,2153
7,1,1,3,1,126,3,10900,2,5,1,18,2,1,6721,7.389999866485596,75200,154.75,2329,2628
7,2,1,3,1,343,2,10900,2,5,1,140,2,1,8296,12.779999732971191,75200,128.55999755859375,2862,3197
7,2,1,3,1,148,3,10900,2,5,2,33,2,1,6921,20.87999916,75200,126.95999908447266,2284,2540
9,1,1,1,1,32,3,38300,2,5,1,44,2,1,5013,5.610000133514404,72200,78.31999969482422,1548,2338
7,2,1,3,1,142,2,10900,2,5,2,35,2,1,6921,20.87999916,75200,126.95999908447266,2284,2540
7,2,1,1,1,136,3,10900,2,3,1,0,2,1,6505,15.5,75200,84.05000305175781,1511,2153
7,2,1,1,1,217,3,37964,2,3,2,48,2,1,6204,75.34999847,57400,105.62000274658203,1028,1674
5,1,1,3,1,14,3,37964,2,3,2,53,2,2,4815,99,57400,49.91999816894531,1056,2086
7,2,1,1,1,94,2,25420,2,5,2,87,2,1,1741,58.00999832,74700,67.29000091552734,291,625
7,1,1,3,1,106,3,10900,2,5,1,39,2,1,6921,20.87999916,75200,126.95999908447266,2284,2540
3,1,1,3,1,145,3,21500,2,5,1,41,2,1,5583,4.550000190734863,58100,136.64999389648438,1672,2100
7,2,1,3,1,117,3,10900,2,5,2,38,2,1,3216,15.579999923706055,75200,90.13999938964844,1047,1430
7,1,1,1,1,115,3,10900,1,5,2,63,2,1,3111,14.300000190734863,75200,103.33000183105469,760,1051
7,3,1,3,1,351,2,10900,2,5,1,156,2,1,4067,7.820000171661377,75200,117.2699966430664,1400,1688
7,2,1,1,1,59,3,29540,2,5,1,33,2,1,4062,20.700000762939453,71100,78.23999786376953,913,1541
9,1,1,3,1,145,3,35084,2,5,1,86,2,1,4306,7.079999923706055,99800,56.689998626708984,1468,4232
7,1,1,3,1,127,2,37964,2,5,2,62,2,1,3732,8.199999809265137,57400,145.75,1177,1430
7,1,1,3,1,141,3,10900,2,5,1,0,2,1,2223,4.809999942779541,75200,96.09999847,667,869
9,1,1,3,1,136,3,10900,2,5,1,55,2,1,3216,15.579999923706055,75200,90.13999938964844,1047,1430
7,1,1,3,2,99,2,25420,2,5,2,24,2,1,5408,30.360000610351562,74700,101.08000183105469,1411,1957
7,2,1,3,1,102,3,10900,2,5,2,29,2,1,3216,15.579999923706055,75200,90.13999938964844,1047,1430
7,1,1,1,1,95,3,29540,2,5,1,39,2,1,4779,55.74000168,71100,39.75999832,452,980
7,2,1,1,1,150,3,10900,2,5,1,52,2,1,7237,21.059999465942383,75200,122.9000015258789,2144,2487
7,2,1,1,1,190,3,10900,2,5,1,45,2,1,3635,9.989999771118164,75200,88.83000183105469,953,1324
7,2,1,3,1,183,3,37964,2,3,2,35,2,1,2950,75.62999725341797,57400,147.19000244140625,787,1047
9,2,1,3,1,137,3,10900,2,5,1,80,2,1,3635,9.989999771118164,75200,88.83000183105469,953,1324
7,2,1,1,1,162,3,10900,2,5,2,47,2,1,3635,9.989999771118164,75200,88.83000183105469,953,1324
7,1,1,3,1,130,3,10900,2,5,2,44,2,1,3635,9.989999771118164,75200,88.83000183105469,953,1324
5,1,1,3,1,22,3,37964,2,3,2,32,2,1,1986,90.43000030517578,57400,38.09000015258789,256,622
7,1,1,3,1,293,3,37964,2,5,1,88,2,1,3658,49.400001525878906,57400,129.77999877929688,749,1475
5,1,1,3,1,150,3,37964,2,5,2,64,2,1,3363,6.269999980926514,57400,131.6199951171875,865,1045
7,2,1,3,1,169,2,10900,2,5,1,34,2,1,4120,15.34000015258789,75200,200.83999633789062,1330,1472
7,2,1,3,1,380,3,33874,2,3,1,0,2,1,2837,17.90999984741211,102600,128.47999572753906,1052,1132
7,1,1,3,1,146,3,10900,2,5,2,0,2,1,2618,41.369998931884766,75200,85.34999847,637,1021
7,2,1,1,1,152,3,35084,2,5,1,74,2,1,4961,36.95000076293945,99800,73.73999786376953,1353,2808
7,2,1,3,1,259,3,10900,2,5,1,99,2,1,4120,15.34000015258789,75200,200.83999633789062,1330,1472
7,2,1,3,1,150,2,10900,2,3,2,110,2,1,2259,14.520000457763672,75200,134,847,880
5,1,1,3,1,40,3,37964,2,3,1,80,2,1,3867,93.27999877929688,57400,81.83999633789062,953,1967
9,1,1,3,1,242,3,10900,2,5,1,127,2,1,4120,15.34000015258789,75200,200.83999633789062,1330,1472
7,1,1,3,1,163,3,10900,2,2,1,69,2,1,7740,15.319999694824219,75200,131.22000122070312,2225,2449
7,1,1,3,1,50,3,29540,1,5,1,36,2,1,9825,49.90999984741211,71100,85.73999786376953,2119,2940
7,1,1,3,1,267,3,10900,2,5,1,149,2,1,7740,15.319999694824219,75200,131.22000122070312,2225,2449
7,2,1,1,1,180,3,10900,2,5,1,83,2,1,6455,28.860000610351562,75200,137.5,2201,2364
7,1,1,3,1,210,3,10900,1,5,1,49,2,1,7740,15.319999694824219,75200,131.22000122070312,2225,2449
9,1,1,1,1,85,3,10900,1,5,2,21,2,1,6062,31.030000686645508,75200,106.7699966430664,1290,1638
7,1,1,3,1,149,2,10900,2,5,1,62,2,1,7740,15.319999694824219,75200,131.22000122070312,2225,2449
7,2,1,3,1,179,3,21500,2,5,1,70,2,1,4481,7.360000133514404,58100,129.25999450683594,1246,1585
9,1,1,3,1,127,3,10900,1,5,2,36,2,1,6239,21.170000076293945,75200,138.4600067138672,1776,1957
9,1,1,3,1,75,3,10900,2,3,2,52,2,1,6239,21.170000076293945,75200,138.4600067138672,1776,1957
7,3,1,3,1,290,3,10900,2,5,1,119,2,1,3606,51.689998626708984,75200,88.5,511,754
7,1,1,3,1,205,3,33874,2,5,2,114,2,1,7332,36.72999954223633,102600,77.83999633789062,2233,2726
1,2,1,1,1,118,3,29540,1,5,1,40,2,1,3073,41.689998626708984,71100,93.73000336,684,934
7,2,1,1,1,341,2,10900,2,2,1,94,2,1,10128,25.209999084472656,75200,129.33999633789062,2822,3552
7,2,1,1,1,227,3,10900,1,5,1,62,2,1,10128,25.209999084472656,75200,129.33999633789062,2822,3552
3,1,1,3,1,130,3,10900,2,5,1,50,2,1,6787,23.959999084472656,75200,117.72000122070312,2088,2371
9,1,1,3,1,67,3,10900,1,5,2,33,2,1,5857,74.94000244140625,75200,38.5,648,1984
7,1,1,1,1,228,3,10900,2,3,2,60,2,1,6787,23.959999084472656,75200,117.72000122070312,2088,2371
